0,0
0.0063662,0.0126919
0.0127324,0.0253027
0.0190986,0.0378324
0.0254648,0.0502811
0.031831,0.0626488
0.0381972,0.0749354
0.0445634,0.0871409
0.0509296,0.0992654
0.0572958,0.111309
0.063662,0.123271
0.0700282,0.135152
0.0763944,0.146953
0.0827606,0.158672
0.0891268,0.17031
0.095493,0.181867
0.101859,0.193343
0.108225,0.204738
0.114592,0.216052
0.120958,0.227285
0.127324,0.238437
0.13369,0.249507
0.140056,0.260497
0.146423,0.271406
0.152789,0.282233
0.159155,0.29298
0.165521,0.303645
0.171887,0.314229
0.178254,0.324733
0.18462,0.335155
0.190986,0.345496
0.197352,0.355756
0.203718,0.365936
0.210085,0.376034
0.216451,0.386051
0.222817,0.395986
0.229183,0.405841
0.235549,0.415615
0.241916,0.425308
0.248282,0.43492
0.254648,0.44445
0.261014,0.4539
0.26738,0.463268
0.273746,0.472556
0.280113,0.481762
0.286479,0.490888
0.292845,0.499932
0.299211,0.508895
0.305577,0.517777
0.311944,0.526578
0.31831,0.535298
0.324676,0.543938
0.331042,0.552495
0.337408,0.560972
0.343775,0.569368
0.350141,0.577683
0.356507,0.585917
0.362873,0.594069
0.369239,0.602141
0.375606,0.610132
0.381972,0.618041
0.388338,0.62587
0.394704,0.633617
0.40107,0.641283
0.407437,0.648869
0.413803,0.656373
0.420169,0.663796
0.426535,0.671138
0.432901,0.678399
0.439267,0.685579
0.445634,0.692678
0.452,0.699696
0.458366,0.706633
0.464732,0.713488
0.471098,0.720263
0.477465,0.726957
0.483831,0.733569
0.490197,0.740101
0.496563,0.746551
0.502929,0.752921
0.509296,0.759209
0.515662,0.765417
0.522028,0.771543
0.528394,0.777588
0.53476,0.783552
0.541127,0.789435
0.547493,0.795237
0.553859,0.800958
0.560225,0.806598
0.566591,0.812157
0.572958,0.817635
0.579324,0.823031
0.58569,0.828347
0.592056,0.833582
0.598422,0.838735
0.604788,0.843808
0.611155,0.848799
0.617521,0.85371
0.623887,0.858539
0.630253,0.863287
0.636619,0.867955
0.642986,0.872541
0.649352,0.877046
0.655718,0.88147
0.662084,0.885813
0.66845,0.890075
0.674817,0.894256
0.681183,0.898356
0.687549,0.902375
0.693915,0.906312
0.700281,0.910169
0.706648,0.913944
0.713014,0.917639
0.71938,0.921252
0.725746,0.924785
0.732112,0.928236
0.738479,0.931607
0.744845,0.934896
0.751211,0.938104
0.757577,0.941231
0.763943,0.944277
0.77031,0.947242
0.776676,0.950126
0.783042,0.952929
0.789408,0.955651
0.795774,0.958292
0.80214,0.960852
0.808507,0.96333
0.814873,0.965728
0.821239,0.968045
0.827605,0.97028
0.833972,0.972435
0.840338,0.974508
0.846704,0.9765
0.85307,0.978412
0.859436,0.980242
0.865802,0.981991
0.872169,0.983659
0.878535,0.985246
0.884901,0.986752
0.891267,0.988177
0.897633,0.989521
0.904,0.990784
0.910366,0.991966
0.916732,0.993066
0.923098,0.994086
0.929464,0.995025
0.93583,0.995882
0.942197,0.996659
0.948563,0.997354
0.954929,0.997969
0.961295,0.998502
0.967661,0.998954
0.974028,0.999326
0.980394,0.999616
0.98676,0.999825
0.993126,0.999953
0.999492,1
1,1
1.00637,0.999958
1.01273,0.999828
1.0191,0.999602
1.02546,0.999272
1.03183,0.998833
1.0382,0.998277
1.04456,0.997598
1.05093,0.996789
1.0573,0.995845
1.06366,0.994759
1.07003,0.993526
1.07639,0.992142
1.08276,0.990599
1.08913,0.988895
1.09549,0.987023
1.10186,0.984981
1.10823,0.982762
1.11459,0.980365
1.12096,0.977784
1.12732,0.975018
1.13369,0.972061
1.14006,0.968913
1.14642,0.965569
1.15279,0.962028
1.15916,0.958287
1.16552,0.954345
1.17189,0.950201
1.17825,0.945852
